cell_id,i_n,i_log_eta,i_log_sy,i_W,i_H,n_lo,n_hi,log_eta_lo,log_eta_hi,log_sy_lo,log_sy_hi,W_lo,W_hi,H_lo,H_hi,current_n,target_n,priority_mult,deficit,est_particles,est_cost,machine_id
311,1,2,0,2,0,0.44000000019999996,0.5800000004,2.0835766375058262,3.2903119168892845,-5.809142990314028,-3.842375067243693,5.333333334000001,7.000000001,2.0,3.6666666670000003,54,110,2,56,368819.5508778795,20653894.849161252,0
312,2,2,0,2,0,0.5800000004,0.7200000006,2.0835766375058262,3.2903119168892845,-5.809142990314028,-3.842375067243693,5.333333334000001,7.000000001,2.0,3.6666666670000003,63,110,2,47,368819.5508778795,17334518.891260337,0
315,0,3,0,2,0,0.3,0.44000000019999996,3.2903119168892845,4.497047196272742,-5.809142990314028,-3.842375067243693,5.333333334000001,7.000000001,2.0,3.6666666670000003,47,110,2,63,368819.5508778795,23235631.705306407,0
316,1,3,0,2,0,0.44000000019999996,0.5800000004,3.2903119168892845,4.497047196272742,-5.809142990314028,-3.842375067243693,5.333333334000001,7.000000001,2.0,3.6666666670000003,38,110,2,72,368819.5508778795,26555007.663207322,0
318,3,3,0,2,0,0.7200000006,0.8600000007999999,3.2903119168892845,4.497047196272742,-5.809142990314028,-3.842375067243693,5.333333334000001,7.000000001,2.0,3.6666666670000003,52,110,2,58,368819.5508778795,21391533.95091701,0
319,4,3,0,2,0,0.8600000007999999,1.000000001,3.2903119168892845,4.497047196272742,-5.809142990314028,-3.842375067243693,5.333333334000001,7.000000001,2.0,3.6666666670000003,103,110,2,7,368819.5508778795,2581736.8561451565,0
320,0,4,0,2,0,0.3,0.44000000019999996,4.497047196272742,5.703782475656201,-5.809142990314028,-3.842375067243693,5.333333334000001,7.000000001,2.0,3.6666666670000003,69,110,2,41,368819.5508778795,15121601.585993059,0
321,1,4,0,2,0,0.44000000019999996,0.5800000004,4.497047196272742,5.703782475656201,-5.809142990314028,-3.842375067243693,5.333333334000001,7.000000001,2.0,3.6666666670000003,85,110,2,25,368819.5508778795,9220488.771946987,0
322,2,4,0,2,0,0.5800000004,0.7200000006,4.497047196272742,5.703782475656201,-5.809142990314028,-3.842375067243693,5.333333334000001,7.000000001,2.0,3.6666666670000003,87,110,2,23,368819.5508778795,8482849.670191228,0
323,3,4,0,2,0,0.7200000006,0.8600000007999999,4.497047196272742,5.703782475656201,-5.809142990314028,-3.842375067243693,5.333333334000001,7.000000001,2.0,3.6666666670000003,81,110,2,29,368819.5508778795,10695766.975458505,0
325,0,0,1,2,0,0.3,0.44000000019999996,-0.3298939212610904,0.8768413581223679,-3.842375067243693,-1.8756071441733577,5.333333334000001,7.000000001,2.0,3.6666666670000003,72,165,3,93,368819.5508778795,34300218.23164279,0
328,3,0,1,2,0,0.7200000006,0.8600000007999999,-0.3298939212610904,0.8768413581223679,-3.842375067243693,-1.8756071441733577,5.333333334000001,7.000000001,2.0,3.6666666670000003,78,165,3,87,368819.5508778795,32087300.926375516,0
330,0,1,1,2,0,0.3,0.44000000019999996,0.8768413581223679,2.0835766375058262,-3.842375067243693,-1.8756071441733577,5.333333334000001,7.000000001,2.0,3.6666666670000003,103,165,3,62,368819.5508778795,22866812.154428527,0
333,3,1,1,2,0,0.7200000006,0.8600000007999999,0.8768413581223679,2.0835766375058262,-3.842375067243693,-1.8756071441733577,5.333333334000001,7.000000001,2.0,3.6666666670000003,82,165,3,83,368819.5508778795,30612022.722864,0
335,0,2,1,2,0,0.3,0.44000000019999996,2.0835766375058262,3.2903119168892845,-3.842375067243693,-1.8756071441733577,5.333333334000001,7.000000001,2.0,3.6666666670000003,75,110,2,35,368819.5508778795,12908684.280725783,0
337,2,2,1,2,0,0.5800000004,0.7200000006,2.0835766375058262,3.2903119168892845,-3.842375067243693,-1.8756071441733577,5.333333334000001,7.000000001,2.0,3.6666666670000003,76,110,2,34,368819.5508778795,12539864.729847902,0
338,3,2,1,2,0,0.7200000006,0.8600000007999999,2.0835766375058262,3.2903119168892845,-3.842375067243693,-1.8756071441733577,5.333333334000001,7.000000001,2.0,3.6666666670000003,71,110,2,39,368819.5508778795,14383962.4842373,0
341,1,3,1,2,0,0.44000000019999996,0.5800000004,3.2903119168892845,4.497047196272742,-3.842375067243693,-1.8756071441733577,5.333333334000001,7.000000001,2.0,3.6666666670000003,56,110,2,54,368819.5508778795,19916255.74740549,0
342,2,3,1,2,0,0.5800000004,0.7200000006,3.2903119168892845,4.497047196272742,-3.842375067243693,-1.8756071441733577,5.333333334000001,7.000000001,2.0,3.6666666670000003,72,110,2,38,368819.5508778795,14015142.93335942,0
343,3,3,1,2,0,0.7200000006,0.8600000007999999,3.2903119168892845,4.497047196272742,-3.842375067243693,-1.8756071441733577,5.333333334000001,7.000000001,2.0,3.6666666670000003,84,110,2,26,368819.5508778795,9589308.322824867,0
344,4,3,1,2,0,0.8600000007999999,1.000000001,3.2903119168892845,4.497047196272742,-3.842375067243693,-1.8756071441733577,5.333333334000001,7.000000001,2.0,3.6666666670000003,89,110,2,21,368819.5508778795,7745210.56843547,0
345,0,4,1,2,0,0.3,0.44000000019999996,4.497047196272742,5.703782475656201,-3.842375067243693,-1.8756071441733577,5.333333334000001,7.000000001,2.0,3.6666666670000003,63,110,2,47,368819.5508778795,17334518.891260337,0
346,1,4,1,2,0,0.44000000019999996,0.5800000004,4.497047196272742,5.703782475656201,-3.842375067243693,-1.8756071441733577,5.333333334000001,7.000000001,2.0,3.6666666670000003,83,110,2,27,368819.5508778795,9958127.873702746,0
347,2,4,1,2,0,0.5800000004,0.7200000006,4.497047196272742,5.703782475656201,-3.842375067243693,-1.8756071441733577,5.333333334000001,7.000000001,2.0,3.6666666670000003,82,110,2,28,368819.5508778795,10326947.424580626,0
348,3,4,1,2,0,0.7200000006,0.8600000007999999,4.497047196272742,5.703782475656201,-3.842375067243693,-1.8756071441733577,5.333333334000001,7.000000001,2.0,3.6666666670000003,88,110,2,22,368819.5508778795,8114030.119313349,0
349,4,4,1,2,0,0.8600000007999999,1.000000001,4.497047196272742,5.703782475656201,-3.842375067243693,-1.8756071441733577,5.333333334000001,7.000000001,2.0,3.6666666670000003,97,110,2,13,368819.5508778795,4794654.161412434,0
350,0,0,2,2,0,0.3,0.44000000019999996,-0.3298939212610904,0.8768413581223679,-1.8756071441733577,0.09116077889697749,5.333333334000001,7.000000001,2.0,3.6666666670000003,92,165,3,73,368819.5508778795,26923827.214085203,0
351,1,0,2,2,0,0.44000000019999996,0.5800000004,-0.3298939212610904,0.8768413581223679,-1.8756071441733577,0.09116077889697749,5.333333334000001,7.000000001,2.0,3.6666666670000003,93,165,3,72,368819.5508778795,26555007.663207322,0
352,2,0,2,2,0,0.5800000004,0.7200000006,-0.3298939212610904,0.8768413581223679,-1.8756071441733577,0.09116077889697749,5.333333334000001,7.000000001,2.0,3.6666666670000003,99,165,3,66,368819.5508778795,24342090.357940048,0
353,3,0,2,2,0,0.7200000006,0.8600000007999999,-0.3298939212610904,0.8768413581223679,-1.8756071441733577,0.09116077889697749,5.333333334000001,7.000000001,2.0,3.6666666670000003,105,165,3,60,368819.5508778795,22129173.05267277,0
355,0,1,2,2,0,0.3,0.44000000019999996,0.8768413581223679,2.0835766375058262,-1.8756071441733577,0.09116077889697749,5.333333334000001,7.000000001,2.0,3.6666666670000003,156,165,3,9,368819.5508778795,3319375.9579009153,0
364,4,2,2,2,0,0.8600000007999999,1.000000001,2.0835766375058262,3.2903119168892845,-1.8756071441733577,0.09116077889697749,5.333333334000001,7.000000001,2.0,3.6666666670000003,108,110,2,2,368819.5508778795,737639.101755759,0
366,1,3,2,2,0,0.44000000019999996,0.5800000004,3.2903119168892845,4.497047196272742,-1.8756071441733577,0.09116077889697749,5.333333334000001,7.000000001,2.0,3.6666666670000003,71,110,2,39,368819.5508778795,14383962.4842373,0
368,3,3,2,2,0,0.7200000006,0.8600000007999999,3.2903119168892845,4.497047196272742,-1.8756071441733577,0.09116077889697749,5.333333334000001,7.000000001,2.0,3.6666666670000003,101,110,2,9,368819.5508778795,3319375.9579009153,0
369,4,3,2,2,0,0.8600000007999999,1.000000001,3.2903119168892845,4.497047196272742,-1.8756071441733577,0.09116077889697749,5.333333334000001,7.000000001,2.0,3.6666666670000003,85,110,2,25,368819.5508778795,9220488.771946987,0
372,2,4,2,2,0,0.5800000004,0.7200000006,4.497047196272742,5.703782475656201,-1.8756071441733577,0.09116077889697749,5.333333334000001,7.000000001,2.0,3.6666666670000003,108,110,2,2,368819.5508778795,737639.101755759,0
373,3,4,2,2,0,0.7200000006,0.8600000007999999,4.497047196272742,5.703782475656201,-1.8756071441733577,0.09116077889697749,5.333333334000001,7.000000001,2.0,3.6666666670000003,97,110,2,13,368819.5508778795,4794654.161412434,0
374,4,4,2,2,0,0.8600000007999999,1.000000001,4.497047196272742,5.703782475656201,-1.8756071441733577,0.09116077889697749,5.333333334000001,7.000000001,2.0,3.6666666670000003,91,110,2,19,368819.5508778795,7007571.46667971,0
375,0,0,3,2,0,0.3,0.44000000019999996,-0.3298939212610904,0.8768413581223679,0.09116077889697749,2.0579287019673123,5.333333334000001,7.000000001,2.0,3.6666666670000003,87,110,2,23,368819.5508778795,8482849.670191228,0
379,4,0,3,2,0,0.8600000007999999,1.000000001,-0.3298939212610904,0.8768413581223679,0.09116077889697749,2.0579287019673123,5.333333334000001,7.000000001,2.0,3.6666666670000003,85,110,2,25,368819.5508778795,9220488.771946987,0
381,1,1,3,2,0,0.44000000019999996,0.5800000004,0.8768413581223679,2.0835766375058262,0.09116077889697749,2.0579287019673123,5.333333334000001,7.000000001,2.0,3.6666666670000003,96,110,2,14,368819.5508778795,5163473.712290313,0
382,2,1,3,2,0,0.5800000004,0.7200000006,0.8768413581223679,2.0835766375058262,0.09116077889697749,2.0579287019673123,5.333333334000001,7.000000001,2.0,3.6666666670000003,109,110,2,1,368819.5508778795,368819.5508778795,0
383,3,1,3,2,0,0.7200000006,0.8600000007999999,0.8768413581223679,2.0835766375058262,0.09116077889697749,2.0579287019673123,5.333333334000001,7.000000001,2.0,3.6666666670000003,84,110,2,26,368819.5508778795,9589308.322824867,0
384,4,1,3,2,0,0.8600000007999999,1.000000001,0.8768413581223679,2.0835766375058262,0.09116077889697749,2.0579287019673123,5.333333334000001,7.000000001,2.0,3.6666666670000003,89,110,2,21,368819.5508778795,7745210.56843547,0
401,1,0,4,2,0,0.44000000019999996,0.5800000004,-0.3298939212610904,0.8768413581223679,2.0579287019673123,4.024696625037647,5.333333334000001,7.000000001,2.0,3.6666666670000003,82,110,2,28,368819.5508778795,10326947.424580626,0
403,3,0,4,2,0,0.7200000006,0.8600000007999999,-0.3298939212610904,0.8768413581223679,2.0579287019673123,4.024696625037647,5.333333334000001,7.000000001,2.0,3.6666666670000003,91,110,2,19,368819.5508778795,7007571.46667971,0
425,0,0,5,2,0,0.3,0.44000000019999996,-0.3298939212610904,0.8768413581223679,4.024696625037647,5.991464548107982,5.333333334000001,7.000000001,2.0,3.6666666670000003,68,110,2,42,368819.5508778795,15490421.13687094,0
451,1,0,0,0,1,0.44000000019999996,0.5800000004,-0.3298939212610904,0.8768413581223679,-5.809142990314028,-3.842375067243693,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,0,165,3,165,276614.6631514942,45641419.419996545,0
452,2,0,0,0,1,0.5800000004,0.7200000006,-0.3298939212610904,0.8768413581223679,-5.809142990314028,-3.842375067243693,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,15,165,3,150,276614.6631514942,41492199.47272413,0
453,3,0,0,0,1,0.7200000006,0.8600000007999999,-0.3298939212610904,0.8768413581223679,-5.809142990314028,-3.842375067243693,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,29,165,3,136,276614.6631514942,37619594.188603215,0
454,4,0,0,0,1,0.8600000007999999,1.000000001,-0.3298939212610904,0.8768413581223679,-5.809142990314028,-3.842375067243693,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,0,165,3,165,276614.6631514942,45641419.419996545,0
455,0,1,0,0,1,0.3,0.44000000019999996,0.8768413581223679,2.0835766375058262,-5.809142990314028,-3.842375067243693,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,22,165,3,143,276614.6631514942,39555896.83066367,0
456,1,1,0,0,1,0.44000000019999996,0.5800000004,0.8768413581223679,2.0835766375058262,-5.809142990314028,-3.842375067243693,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,26,165,3,139,276614.6631514942,38449438.1780577,0
457,2,1,0,0,1,0.5800000004,0.7200000006,0.8768413581223679,2.0835766375058262,-5.809142990314028,-3.842375067243693,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,33,165,3,132,276614.6631514942,36513135.53599724,0
458,3,1,0,0,1,0.7200000006,0.8600000007999999,0.8768413581223679,2.0835766375058262,-5.809142990314028,-3.842375067243693,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,42,165,3,123,276614.6631514942,34023603.56763379,0
462,2,2,0,0,1,0.5800000004,0.7200000006,2.0835766375058262,3.2903119168892845,-5.809142990314028,-3.842375067243693,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,25,110,2,85,276614.6631514942,23512246.36787701,0
463,3,2,0,0,1,0.7200000006,0.8600000007999999,2.0835766375058262,3.2903119168892845,-5.809142990314028,-3.842375067243693,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,37,110,2,73,276614.6631514942,20192870.41005908,0
466,1,3,0,0,1,0.44000000019999996,0.5800000004,3.2903119168892845,4.497047196272742,-5.809142990314028,-3.842375067243693,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,54,110,2,56,276614.6631514942,15490421.136483677,0
467,2,3,0,0,1,0.5800000004,0.7200000006,3.2903119168892845,4.497047196272742,-5.809142990314028,-3.842375067243693,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,45,110,2,65,276614.6631514942,17979953.104847126,0
469,4,3,0,0,1,0.8600000007999999,1.000000001,3.2903119168892845,4.497047196272742,-5.809142990314028,-3.842375067243693,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,41,110,2,69,276614.6631514942,19086411.757453103,0
470,0,4,0,0,1,0.3,0.44000000019999996,4.497047196272742,5.703782475656201,-5.809142990314028,-3.842375067243693,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,39,110,2,71,276614.6631514942,19639641.08375609,0
473,3,4,0,0,1,0.7200000006,0.8600000007999999,4.497047196272742,5.703782475656201,-5.809142990314028,-3.842375067243693,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,67,110,2,43,276614.6631514942,11894430.51551425,0
477,2,0,1,0,1,0.5800000004,0.7200000006,-0.3298939212610904,0.8768413581223679,-3.842375067243693,-1.8756071441733577,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,53,165,3,112,276614.6631514942,30980842.272967353,0
480,0,1,1,0,1,0.3,0.44000000019999996,0.8768413581223679,2.0835766375058262,-3.842375067243693,-1.8756071441733577,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,38,165,3,127,276614.6631514942,35130062.220239766,0
482,2,1,1,0,1,0.5800000004,0.7200000006,0.8768413581223679,2.0835766375058262,-3.842375067243693,-1.8756071441733577,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,67,165,3,98,276614.6631514942,27108236.988846436,0
483,3,1,1,0,1,0.7200000006,0.8600000007999999,0.8768413581223679,2.0835766375058262,-3.842375067243693,-1.8756071441733577,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,62,165,3,103,276614.6631514942,28491310.304603904,0
486,1,2,1,0,1,0.44000000019999996,0.5800000004,2.0835766375058262,3.2903119168892845,-3.842375067243693,-1.8756071441733577,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,50,110,2,60,276614.6631514942,16596879.789089654,0
487,2,2,1,0,1,0.5800000004,0.7200000006,2.0835766375058262,3.2903119168892845,-3.842375067243693,-1.8756071441733577,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,68,110,2,42,276614.6631514942,11617815.852362758,0
489,4,2,1,0,1,0.8600000007999999,1.000000001,2.0835766375058262,3.2903119168892845,-3.842375067243693,-1.8756071441733577,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,61,110,2,49,276614.6631514942,13554118.494423218,0
490,0,3,1,0,1,0.3,0.44000000019999996,3.2903119168892845,4.497047196272742,-3.842375067243693,-1.8756071441733577,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,91,110,2,19,276614.6631514942,5255678.59987839,0
491,1,3,1,0,1,0.44000000019999996,0.5800000004,3.2903119168892845,4.497047196272742,-3.842375067243693,-1.8756071441733577,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,69,110,2,41,276614.6631514942,11341201.189211264,0
493,3,3,1,0,1,0.7200000006,0.8600000007999999,3.2903119168892845,4.497047196272742,-3.842375067243693,-1.8756071441733577,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,64,110,2,46,276614.6631514942,12724274.504968734,0
494,4,3,1,0,1,0.8600000007999999,1.000000001,3.2903119168892845,4.497047196272742,-3.842375067243693,-1.8756071441733577,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,68,110,2,42,276614.6631514942,11617815.852362758,0
496,1,4,1,0,1,0.44000000019999996,0.5800000004,4.497047196272742,5.703782475656201,-3.842375067243693,-1.8756071441733577,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,95,110,2,15,276614.6631514942,4149219.9472724134,0
497,2,4,1,0,1,0.5800000004,0.7200000006,4.497047196272742,5.703782475656201,-3.842375067243693,-1.8756071441733577,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,80,110,2,30,276614.6631514942,8298439.894544827,0
498,3,4,1,0,1,0.7200000006,0.8600000007999999,4.497047196272742,5.703782475656201,-3.842375067243693,-1.8756071441733577,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,77,110,2,33,276614.6631514942,9128283.88399931,0
501,1,0,2,0,1,0.44000000019999996,0.5800000004,-0.3298939212610904,0.8768413581223679,-1.8756071441733577,0.09116077889697749,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,90,165,3,75,276614.6631514942,20746099.736362066,0
503,3,0,2,0,1,0.7200000006,0.8600000007999999,-0.3298939212610904,0.8768413581223679,-1.8756071441733577,0.09116077889697749,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,80,165,3,85,276614.6631514942,23512246.36787701,0
506,1,1,2,0,1,0.44000000019999996,0.5800000004,0.8768413581223679,2.0835766375058262,-1.8756071441733577,0.09116077889697749,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,121,165,3,44,276614.6631514942,12171045.178665746,0
509,4,1,2,0,1,0.8600000007999999,1.000000001,0.8768413581223679,2.0835766375058262,-1.8756071441733577,0.09116077889697749,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,108,165,3,57,276614.6631514942,15767035.799635172,0
511,1,2,2,0,1,0.44000000019999996,0.5800000004,2.0835766375058262,3.2903119168892845,-1.8756071441733577,0.09116077889697749,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,100,110,2,10,276614.6631514942,2766146.6315149423,0
515,0,3,2,0,1,0.3,0.44000000019999996,3.2903119168892845,4.497047196272742,-1.8756071441733577,0.09116077889697749,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,103,110,2,7,276614.6631514942,1936302.6420604596,0
516,1,3,2,0,1,0.44000000019999996,0.5800000004,3.2903119168892845,4.497047196272742,-1.8756071441733577,0.09116077889697749,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,71,110,2,39,276614.6631514942,10787971.862908274,0
522,2,4,2,0,1,0.5800000004,0.7200000006,4.497047196272742,5.703782475656201,-1.8756071441733577,0.09116077889697749,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,105,110,2,5,276614.6631514942,1383073.3157574711,0
527,2,0,3,0,1,0.5800000004,0.7200000006,-0.3298939212610904,0.8768413581223679,0.09116077889697749,2.0579287019673123,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,74,110,2,36,276614.6631514942,9958127.873453792,0
528,3,0,3,0,1,0.7200000006,0.8600000007999999,-0.3298939212610904,0.8768413581223679,0.09116077889697749,2.0579287019673123,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,54,110,2,56,276614.6631514942,15490421.136483677,0
529,4,0,3,0,1,0.8600000007999999,1.000000001,-0.3298939212610904,0.8768413581223679,0.09116077889697749,2.0579287019673123,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,46,110,2,64,276614.6631514942,17703338.44169563,0
530,0,1,3,0,1,0.3,0.44000000019999996,0.8768413581223679,2.0835766375058262,0.09116077889697749,2.0579287019673123,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,92,110,2,18,276614.6631514942,4979063.936726896,0
532,2,1,3,0,1,0.5800000004,0.7200000006,0.8768413581223679,2.0835766375058262,0.09116077889697749,2.0579287019673123,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,70,110,2,40,276614.6631514942,11064586.52605977,0
533,3,1,3,0,1,0.7200000006,0.8600000007999999,0.8768413581223679,2.0835766375058262,0.09116077889697749,2.0579287019673123,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,53,110,2,57,276614.6631514942,15767035.799635172,0
534,4,1,3,0,1,0.8600000007999999,1.000000001,0.8768413581223679,2.0835766375058262,0.09116077889697749,2.0579287019673123,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,62,110,2,48,276614.6631514942,13277503.831271723,0
552,2,0,4,0,1,0.5800000004,0.7200000006,-0.3298939212610904,0.8768413581223679,2.0579287019673123,4.024696625037647,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,76,110,2,34,276614.6631514942,9404898.547150804,0
553,3,0,4,0,1,0.7200000006,0.8600000007999999,-0.3298939212610904,0.8768413581223679,2.0579287019673123,4.024696625037647,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,67,110,2,43,276614.6631514942,11894430.51551425,0
581,1,1,5,0,1,0.44000000019999996,0.5800000004,0.8768413581223679,2.0835766375058262,4.024696625037647,5.991464548107982,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,85,110,2,25,276614.6631514942,6915366.578787356,0
583,3,1,5,0,1,0.7200000006,0.8600000007999999,0.8768413581223679,2.0835766375058262,4.024696625037647,5.991464548107982,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,95,110,2,15,276614.6631514942,4149219.9472724134,0
584,4,1,5,0,1,0.8600000007999999,1.000000001,0.8768413581223679,2.0835766375058262,4.024696625037647,5.991464548107982,2.0,3.6666666670000003,3.6666666670000003,5.333333334000001,103,110,2,7,276614.6631514942,1936302.6420604596,0
601,1,0,0,1,1,0.44000000019999996,0.5800000004,-0.3298939212610904,0.8768413581223679,-5.809142990314028,-3.842375067243693,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,0,165,3,165,414921.9947479874,68462129.13341792,0
608,3,1,0,1,1,0.7200000006,0.8600000007999999,0.8768413581223679,2.0835766375058262,-5.809142990314028,-3.842375067243693,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,14,165,3,151,414921.9947479874,62653221.206946105,0
611,1,2,0,1,1,0.44000000019999996,0.5800000004,2.0835766375058262,3.2903119168892845,-5.809142990314028,-3.842375067243693,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,98,110,2,12,414921.9947479874,4979063.936975849,0
612,2,2,0,1,1,0.5800000004,0.7200000006,2.0835766375058262,3.2903119168892845,-5.809142990314028,-3.842375067243693,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,72,110,2,38,414921.9947479874,15767035.800423522,0
613,3,2,0,1,1,0.7200000006,0.8600000007999999,2.0835766375058262,3.2903119168892845,-5.809142990314028,-3.842375067243693,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,10,110,2,100,414921.9947479874,41492199.47479874,0
614,4,2,0,1,1,0.8600000007999999,1.000000001,2.0835766375058262,3.2903119168892845,-5.809142990314028,-3.842375067243693,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,30,110,2,80,414921.9947479874,33193759.579838995,0
615,0,3,0,1,1,0.3,0.44000000019999996,3.2903119168892845,4.497047196272742,-5.809142990314028,-3.842375067243693,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,106,110,2,4,414921.9947479874,1659687.9789919497,0
617,2,3,0,1,1,0.5800000004,0.7200000006,3.2903119168892845,4.497047196272742,-5.809142990314028,-3.842375067243693,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,50,110,2,60,414921.9947479874,24895319.684879247,0
618,3,3,0,1,1,0.7200000006,0.8600000007999999,3.2903119168892845,4.497047196272742,-5.809142990314028,-3.842375067243693,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,31,110,2,79,414921.9947479874,32778837.585091006,0
619,4,3,0,1,1,0.8600000007999999,1.000000001,3.2903119168892845,4.497047196272742,-5.809142990314028,-3.842375067243693,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,58,110,2,52,414921.9947479874,21575943.726895347,0
621,1,4,0,1,1,0.44000000019999996,0.5800000004,4.497047196272742,5.703782475656201,-5.809142990314028,-3.842375067243693,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,93,110,2,17,414921.9947479874,7053673.910715786,0
622,2,4,0,1,1,0.5800000004,0.7200000006,4.497047196272742,5.703782475656201,-5.809142990314028,-3.842375067243693,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,79,110,2,31,414921.9947479874,12862581.83718761,0
623,3,4,0,1,1,0.7200000006,0.8600000007999999,4.497047196272742,5.703782475656201,-5.809142990314028,-3.842375067243693,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,86,110,2,24,414921.9947479874,9958127.873951698,0
625,0,0,1,1,1,0.3,0.44000000019999996,-0.3298939212610904,0.8768413581223679,-3.842375067243693,-1.8756071441733577,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,32,165,3,133,414921.9947479874,55184625.30148233,0
629,4,0,1,1,1,0.8600000007999999,1.000000001,-0.3298939212610904,0.8768413581223679,-3.842375067243693,-1.8756071441733577,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,11,165,3,154,414921.9947479874,63897987.191190064,0
632,2,1,1,1,1,0.5800000004,0.7200000006,0.8768413581223679,2.0835766375058262,-3.842375067243693,-1.8756071441733577,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,73,165,3,92,414921.9947479874,38172823.51681484,0
633,3,1,1,1,1,0.7200000006,0.8600000007999999,0.8768413581223679,2.0835766375058262,-3.842375067243693,-1.8756071441733577,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,53,165,3,112,414921.9947479874,46471263.41177459,0
637,2,2,1,1,1,0.5800000004,0.7200000006,2.0835766375058262,3.2903119168892845,-3.842375067243693,-1.8756071441733577,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,84,110,2,26,414921.9947479874,10787971.863447674,0
640,0,3,1,1,1,0.3,0.44000000019999996,3.2903119168892845,4.497047196272742,-3.842375067243693,-1.8756071441733577,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,99,110,2,11,414921.9947479874,4564141.942227862,0
641,1,3,1,1,1,0.44000000019999996,0.5800000004,3.2903119168892845,4.497047196272742,-3.842375067243693,-1.8756071441733577,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,97,110,2,13,414921.9947479874,5393985.931723837,0
643,3,3,1,1,1,0.7200000006,0.8600000007999999,3.2903119168892845,4.497047196272742,-3.842375067243693,-1.8756071441733577,3.6666666670000003,5.333333334000001,3.6666666670000003,5.333333334000001,70,110,2,40,414921.9947479874,16596879.789919497,0
