Iteration,Loss
0,12.308639457409969
1,7.8651047770113
2,3.1526757305115076
3,2.018122010561308
4,1.4063603322748064
5,0.23241730851435044
6,0.23241730851435044
7,0.21626538843976412
8,0.12868902432713583
9,0.0732503921696289
10,0.05561638166193646
11,0.053458140794573214
12,0.04552437473437324
13,0.04297412123417297
14,0.04297412123417297
15,0.03878362845043049
16,0.03488564280545277
17,0.03488564280545277
18,0.03488564280545277
19,0.03488564280545277
20,0.03488564280545277
21,0.03440802261430787
22,0.03175828379776034
23,0.03175828379776034
24,0.03175828379776034
25,0.03175828379776034
26,0.03143963015480091
27,0.03119789087912071
28,0.031019635601868496
29,0.031019635601868496
30,0.031019635601868496
31,0.031019635601868496
32,0.030958004231129883
33,0.030958004231129883
34,0.030958004231129883
35,0.030924898551188004
36,0.030916887210286348
37,0.030916887210286348
38,0.030913471741476517
39,0.030913471741476517
40,0.03091313142365633
41,0.03091313142365633
42,0.030912935979152262
43,0.030912820373657043
44,0.030912820373657043
45,0.030912820373657043
46,0.030912788501349604
47,0.030912788501349604
48,0.03091278367088552
49,0.030912781921167837
50,0.030912775806135925
51,0.030912775806135925
52,0.030912775298484296
53,0.03091277523199771
54,0.030912774369522666
55,0.030912774369522666
56,0.030912774310296025
57,0.03091277414677872
58,0.03091277414677872
59,0.03091277414677872
60,0.030912774139324854
61,0.030912774139324854
62,0.030912774139324854
63,0.03091277413729472
64,0.030912774133208757
65,0.030912774133142206
66,0.03091277413290916
67,0.03091277413265498
68,0.03091277413265498
69,0.030912774132436344
70,0.030912774132436344
71,0.030912774132436344
72,0.03091277413239243
73,0.030912774132277075
74,0.030912774132277075
75,0.030912774132272704
76,0.03091277413226083
77,0.030912774132255568
78,0.03091277413225537
