n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,sim_seconds,sub_id,cluster_id
0.9817342831489841,1.5646730302773262,0.027237168542778807,4.161444343822384,3.835147115389989,1.2711200714111328,4.022078990936279,6.45389986038208,8.02320671081543,8.89011001586914,9.437265396118164,9.931207656860352,10.342796325683594,5.061,15,8
0.4879789639455107,15.25536478092733,6.422314761878338,4.872763722576301,3.793218089413181,1.2020878791809082,3.898393154144287,6.432121753692627,8.138893127441406,8.951274871826172,9.294885635375977,9.570688247680664,9.854228973388672,5.581,16,8
0.6603458240918715,189.54806658064135,0.02389425471596685,4.446325401243526,3.649161328827838,0.4177522659301758,0.8191976547241211,1.1577177047729492,1.4495139122009277,1.6993870735168457,1.9156074523925781,2.1037650108337402,2.269130229949951,5.039,13,7
0.9446705864059528,12.288600307213896,1.1699853419535753,4.000849673761577,3.162072699593663,0.8664774894714355,2.396249771118164,3.4858808517456055,4.134397983551025,4.56015157699585,4.87791109085083,5.1232733726501465,5.319615840911865,4.268,3,1
0.4246630640510729,4.9678576638750105,4.374224645627651,4.0216804006892515,3.654397057874415,1.3334226608276367,4.510897636413574,8.001985549926758,10.78974723815918,12.30553913116455,12.500128746032715,12.505656242370605,12.513449668884277,4.882,16,8
0.9102859493896376,1.4851745261063143,0.004330096966141088,4.209086480667267,3.610999483282389,1.2961750030517578,4.122188091278076,6.674296855926514,8.332818984985352,9.244256973266602,9.797525405883789,10.30544662475586,10.781478881835938,5.043,15,8
0.46017655792282336,4.384116535401424,0.010847754679917398,4.881727572885629,3.268007157400767,1.3328971862792969,4.456644535064697,7.796596050262451,10.342592239379883,11.603302001953125,11.74044418334961,11.750106811523438,11.835285186767578,5.242,15,8
0.9653406503975193,107.50866740602537,0.5059773289923594,4.3480826458344985,3.9291223558179746,0.428164005279541,0.8349752426147461,1.2022156715393066,1.528141975402832,1.8139710426330566,2.0654220581054688,2.2869272232055664,2.482283592224121,5.491,13,7
0.7089659411696547,1.6463273344264369,0.2856907903745253,4.872630915135723,3.759109270964792,1.361555576324463,4.605021953582764,7.916564464569092,10.310291290283203,11.60350227355957,12.104120254516602,12.37021255493164,12.922325134277344,5.942,16,8
0.766683652871035,1.4754784682886737,0.024317824271783653,4.514436691328744,3.3370732652617967,1.3275322914123535,4.327141761779785,7.251387596130371,9.2326078414917,10.26119613647461,10.748058319091797,11.140256881713867,11.73380184173584,5.106,15,8
0.5830756905514582,8.71400027952292,98.86445581612499,4.087506099652076,3.572891900781907,1.0325655937194824,3.2517385482788086,5.314629554748535,6.65560245513916,7.184037208557129,7.3795318603515625,7.498315811157227,7.55979061126709,4.992,16,8
0.4396839577908175,3.3258254222215333,0.3676093845901676,4.527358788104049,3.653848162134899,1.3677973747253418,4.692752838134766,8.418431282043457,11.470280647277832,13.142443656921387,13.200455665588379,13.20559024810791,13.32378101348877,5.532,16,8
0.5657958338074998,2.008099261357617,0.005190086069315336,4.030854443567003,3.1321303315503446,1.3345813751220703,4.440155029296875,7.791625022888184,10.352950096130371,11.705374717712402,11.946932792663574,11.957611083984375,11.967299461364746,4.471,15,8
0.7476102187537401,13.754611035234397,13.554825266723943,4.692138629848932,3.8191041177191742,1.0369610786437988,3.1904311180114746,4.968247890472412,6.030182361602783,6.603265285491943,6.973646640777588,7.2501139640808105,7.455539226531982,5.863,16,8
0.7025100795743675,0.8418459254818876,3.964349051879818,4.1807708154881436,3.5661188543684568,1.3631110191345215,4.6167826652526855,8.159778594970703,10.899005889892578,12.381332397460938,12.607351303100586,12.614892959594727,12.651741027832031,4.977,16,8
0.40976801711167044,1.1744078130086508,2.160787552252103,4.387443090291247,3.299554537923306,1.3733267784118652,4.708621501922607,8.585599899291992,12.077346801757812,14.267082214355469,14.29719352722168,14.302217483520508,14.306608200073242,4.965,16,8
0.5904955018150523,49.55954938094578,0.007193139743810306,4.108505638095753,3.3058246025626916,0.8024725914001465,2.2896804809570312,3.401693344116211,4.014918327331543,4.3606061935424805,4.5912885665893555,4.761399269104004,4.9027509689331055,4.6,2,1
0.8033988806035395,9.511039154523177,16.53230638510672,4.152622183519938,3.7454471633441826,1.0538978576660156,3.2149147987365723,4.9925103187561035,6.035081386566162,6.58950662612915,6.946671962738037,7.219264507293701,7.419555187225342,5.218,16,8
0.3985017936530152,0.7309354147831664,15.364896496725468,4.585928825093461,3.7613641203475625,1.367265224456787,4.778239727020264,8.763240814208984,12.374214172363281,14.530338287353516,14.547203063964844,14.548490524291992,14.55195426940918,5.721,16,8
0.3026066487431512,11.932537703027688,0.05089930445245486,4.353527519746731,3.5482260184903947,1.3122329711914062,4.399561405181885,7.760863780975342,10.446849822998047,11.882963180541992,12.119873046875,12.124645233154297,12.129457473754883,5.186,15,8
0.7548634070699708,23.489202828307807,22.89568440540433,4.1954221237606895,3.5757046977714744,0.8700165748596191,2.5364785194396973,3.8155922889709473,4.548776149749756,4.967105388641357,5.242249965667725,5.441625118255615,5.596676349639893,5.044,16,8
0.7263653418142204,2.6366944248531956,14.673020561591741,4.742773370221868,3.3426711224267933,1.2635536193847656,4.047968864440918,6.660052299499512,8.396645545959473,9.250617980957031,9.672038078308105,10.053351402282715,10.501910209655762,5.276,16,8
0.5966418342757898,103.50808515278797,0.2367800725045641,4.142537503241339,3.39327460474628,0.590695858001709,1.4827547073364258,2.169567584991455,2.595398426055908,2.878267288208008,3.0961170196533203,3.2754664421081543,3.427602767944336,4.777,2,1
0.8413070677994121,0.9927377522068955,0.012983942610743987,4.393551855524917,3.943104932770276,1.360738754272461,4.5534796714782715,7.736976146697998,10.008258819580078,11.311866760253906,11.961713790893555,12.364412307739258,12.83700180053711,5.642,15,8
0.922103710737648,8.039836716081428,0.06397927467734067,4.553409885226904,3.3624705243418807,1.0078215599060059,2.9217185974121094,4.3554534912109375,5.194029808044434,5.729617118835449,6.141782760620117,6.460460662841797,6.710131645202637,5.153,15,8
0.33914388401777834,8.343075660867726,0.004899309477094477,4.549740054058995,3.3490923661008334,1.3213310241699219,4.424736976623535,7.815980911254883,10.50564193725586,11.913983345031738,12.041016578674316,12.046090126037598,12.070116996765137,5.108,15,8
0.8084327029472678,44.923483576469756,13.944461908206533,4.571318261828752,3.3068791455270783,0.6537551879882812,1.6718268394470215,2.4478697776794434,2.9400105476379395,3.2760486602783203,3.5352420806884766,3.744900703430176,3.920351028442383,4.98,3,1
0.8542982970298403,3.6712887433304364,0.12241113523474001,4.988675367137361,3.1317356828330056,1.1895713806152344,3.592526435852051,5.5498809814453125,6.683690071105957,7.325876235961914,7.877381324768066,8.399120330810547,8.815279960632324,5.274,15,8
0.4035813278942131,51.1139663344233,6.611364180335862,4.264542064267175,3.922114724618547,1.0018935203552246,3.1685619354248047,5.104294776916504,6.321364402770996,6.853231430053711,7.0976715087890625,7.240607261657715,7.339093208312988,5.502,16,8
0.9779896741318834,179.19104252424935,0.031037912334662323,4.69235459171049,3.497635955898182,0.3140559196472168,0.5199427604675293,0.7421188354492188,0.944572925567627,1.1374201774597168,1.317525863647461,1.4851255416870117,1.6410512924194336,5.282,4,2
0.89593446857102,4.289929264522224,2.6684661064838187,4.662417129364966,3.07259396322439,1.1240954399108887,3.3149614334106445,5.024622440338135,5.991332530975342,6.5779032707214355,7.079453945159912,7.512927532196045,7.849769115447998,4.878,16,8
0.8559490357047344,5.543409339840826,397.5006458722416,4.954457971662028,3.5553606389709316,0.6327557563781738,1.7447686195373535,2.6616663932800293,3.0978546142578125,3.1504955291748047,3.1511306762695312,3.1499500274658203,3.1496353149414062,5.531,14,7
0.571051742912601,22.647288636906087,2.8450532674550684,4.198286342869645,3.8177246228140547,1.0649590492248535,3.326969623565674,5.28004789352417,6.4635329246521,7.015491008758545,7.331638813018799,7.5571608543396,7.716761112213135,5.297,16,8
0.994145808234437,180.24495244653775,0.01646097595535887,4.54274962321006,3.080954153202275,0.2727675437927246,0.454925537109375,0.6547656059265137,0.83685302734375,1.0087356567382812,1.1702446937561035,1.3211255073547363,1.462212085723877,4.729,4,2
0.8570671605693831,277.8453870830181,0.15808149004045857,4.23833755192128,3.149528594960371,0.24089717864990234,0.3644752502441406,0.518338680267334,0.6588215827941895,0.7902340888977051,0.9173073768615723,1.0376062393188477,1.1523723602294922,4.538,4,2
0.4144020910258417,146.26148748682644,0.015612976634824288,4.863471493975259,3.0595893834909638,0.5916285514831543,1.52947998046875,2.233480453491211,2.6223974227905273,2.8561272621154785,3.027068614959717,3.168086528778076,3.287611484527588,4.965,2,1
0.6848854567978935,9.215971893394984,1.0259448161923914,4.556962905973338,3.892216876694098,1.1842145919799805,3.769094467163086,6.056577682495117,7.514161109924316,8.243569374084473,8.664827346801758,9.02213191986084,9.314859390258789,5.749,16,8
0.33541580028525403,0.8172898789284255,0.03365663437375355,4.7121006159954755,3.498125598693979,1.402782917022705,4.881289482116699,9.002983093261719,12.833465576171875,14.847314834594727,14.855844497680664,14.861656188964844,14.886962890625,5.464,15,8
0.5819534130664701,183.22945132035338,0.4273904439141115,4.225515288308095,3.78403293420367,0.4713292121887207,1.015307903289795,1.4518394470214844,1.790933609008789,2.059051036834717,2.2801718711853027,2.467207908630371,2.6282849311828613,5.199,13,7
0.33794464294344173,2.3652447792877376,323.43296808741076,4.071205398014976,3.857963298280854,0.8011727333068848,2.476837635040283,4.053027153015137,5.087185859680176,5.404914855957031,5.418829917907715,5.420485496520996,5.420624732971191,5.118,16,8
0.8289127260290541,9.645527766416373,0.22254597549813773,4.917185469345681,3.0774223184048917,1.0153756141662598,2.9351511001586914,4.37188720703125,5.191339492797852,5.71453857421875,6.133491516113281,6.471033096313477,6.731932640075684,5.121,16,8
0.5062369613757467,1.649319160861797,353.8439660592207,4.129887308661931,3.2171952852573433,0.6955485343933105,2.0225257873535156,3.149519920349121,3.689361095428467,3.7280983924865723,3.730787754058838,3.731630325317383,3.7311348915100098,4.394,3,1
0.7567242100152874,262.8953672844077,186.26908637561087,4.838073256493671,3.223356739724075,0.2423839569091797,0.34157276153564453,0.46295690536499023,0.5643682479858398,0.6674962043762207,0.7643961906433105,0.856593132019043,0.9430012702941895,5.195,5,2
0.5677050382886881,6.56828690767708,3.8255674182334367,4.237560859596243,3.5997819166734897,1.2700142860412598,4.117827892303467,6.894737720489502,8.797309875488281,9.719226837158203,10.085884094238281,10.345602035522461,10.641529083251953,5.144,16,8
0.8818014500538609,12.474151059790398,0.03171012948924592,4.998428649329419,3.259565508814884,0.9360218048095703,2.667078971862793,3.9422264099121094,4.697141647338867,5.1997270584106445,5.577104568481445,5.869350433349609,6.10013484954834,5.404,15,8
0.791650467069523,1.7705458714491396,7.0141274765905095,4.040627490984896,3.108294689354958,1.2676353454589844,3.996702194213867,6.540104866027832,8.155101776123047,8.950246810913086,9.376410484313965,9.797409057617188,10.257752418518066,4.396,16,8
0.4063837315165839,88.61556991187193,6.191636449253644,4.61360021112689,3.948807532383613,0.8488106727600098,2.60302734375,4.088969707489014,4.9756693840026855,5.3889288902282715,5.592644214630127,5.725595951080322,5.820918560028076,5.872,16,8
0.4927722590856147,94.98976023558251,0.268275008566173,4.30503037600268,3.6772659517154325,0.7257485389709473,2.0559940338134766,3.0998048782348633,3.6815972328186035,3.993941307067871,4.198239326477051,4.35068416595459,4.480512619018555,5.153,2,1
0.8472386844164221,149.63419390851698,1.4406383430591627,4.803328444552221,3.2945991009780764,0.36299610137939453,0.6793136596679688,0.9686126708984375,1.229496955871582,1.461949348449707,1.6703972816467285,1.8561744689941406,2.022268772125244,5.185,8,4
