n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,cluster_id,cluster_conf
0.6872467568665284,209.3969048551671,390.8192807751018,2.8,2.4,0.12995696,0.16793227,0.2047205,0.24394488,0.28075242,0.31251,0.34263778,0.3715875,4,0.9999966324668612
0.8378678181313228,115.9088554652193,361.710855597174,2.0,2.4,0.114620686,0.14977694,0.18233013,0.20885968,0.23683572,0.26277804,0.2866559,0.30767703,4,0.9999999873628251
0.3902916648482586,270.0086513714805,340.4791473457954,3.3,2.0,0.16723251,0.21655917,0.26582694,0.31020427,0.35118628,0.3888173,0.42363906,0.45668674,4,0.9999807548744913
0.9983528615144645,131.81005259378574,383.0083932140467,2.1,2.6,0.10013747,0.13574767,0.16484904,0.18756413,0.21243882,0.23425794,0.2557237,0.27576423,4,0.9999999987840025
0.8272364792834206,148.2328594332976,390.2848785058252,2.5,3.0,0.14972878,0.19308949,0.24058366,0.28628612,0.32769775,0.3638854,0.39863443,0.43047404,4,0.991202425237832
0.8320822023991175,221.66621013820168,300.1352926256004,2.0,3.1,0.09759307,0.13700652,0.1666174,0.18787909,0.21393323,0.24154711,0.26548934,0.28829694,4,0.9999990867039066
0.6707165741255829,281.1814866849386,290.70654188767713,2.1,2.2,0.079163074,0.11179638,0.13750839,0.15125489,0.17304802,0.19351172,0.21268058,0.23025084,4,0.999999999998086
0.9330475408750858,182.553486796904,388.9232546422106,2.4,3.0,0.13620281,0.15211916,0.18328714,0.21572232,0.25015473,0.27601576,0.3021202,0.32813334,4,0.9749013576452162
0.4144536855226027,293.1882344722752,301.96080685238906,2.8,2.1,0.13854194,0.17260909,0.21050644,0.24247956,0.27287436,0.30185628,0.32900643,0.35462213,4,0.9999999806508939
0.613695935070446,229.12242755365924,305.1901475474036,2.1,3.2,0.118229866,0.15252018,0.18516445,0.20530772,0.23192906,0.25484896,0.27640104,0.29754138,4,0.9641448333241533
0.5451771078445977,186.40358255498785,277.9537352740829,2.0,2.8,0.1394701,0.17969942,0.21983957,0.2551849,0.28792644,0.31753016,0.34552813,0.37162232,4,0.999992622569581
0.6470655304503619,228.8203259101351,345.549224303831,2.5,2.3,0.11499429,0.15214372,0.18857908,0.21829677,0.24906969,0.27853703,0.30565166,0.33165932,4,0.999999946956876
0.4917048582809405,291.1112040991893,278.3706162445717,2.6,3.1,0.15944076,0.19925094,0.24529767,0.29119802,0.32969403,0.36502266,0.39869833,0.43038654,4,0.9997912273868542
0.8585686457949977,207.7938768275992,353.6721640097465,2.3,3.6,0.13167644,0.15000153,0.18079019,0.22181964,0.25098133,0.27702594,0.30290723,0.3285513,4,0.6820161718971963
0.6249894986128148,284.2265765295348,372.6889585944645,3.1,2.6,0.1436069,0.17247295,0.20966554,0.25527287,0.28982186,0.32463336,0.35670352,0.3883462,4,0.9864767320621466
