n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,cluster_id,cluster_conf
0.336928327101094,93.23534745367728,220.28099008674684,6.6,4.5,0.74487734,2.5735297,4.458412,5.9787397,6.841893,7.085993,7.1084223,7.1171703,25,0.9999980045436395
0.3816550993999206,6.033843508819576,294.9990065389644,6.3,2.7,0.81682897,2.8128917,5.0280914,6.98915,8.269834,8.63421,8.625983,8.625284,25,0.9968614446342702
0.6563690758024208,9.87358206904375,242.63103318729108,6.0,4.5,0.90232563,3.1077876,5.3508377,7.189541,8.239155,8.560761,8.591766,8.5941105,25,0.9999984022821815
0.3449667948089829,73.93893977298197,369.78160992767977,6.6,5.5,0.67806816,2.3561573,4.0439734,5.4231114,6.2434335,6.4809556,6.49112,6.492622,25,0.9999997767351907
0.4241078975507769,41.63089543009079,326.33444588168135,6.7,5.3,0.75766706,2.6941228,4.6729493,6.314861,7.3149447,7.6392198,7.665133,7.6668935,25,0.9999996902692594
0.3595231691468027,64.33600816982576,97.4767045473965,6.4,3.4,0.8933644,3.027741,5.299575,7.1763725,8.214117,8.4825945,8.497567,8.503898,25,0.9999999999873985
0.3310189574299624,54.725929859523895,356.34844360090267,6.9,4.1,0.70630264,2.4616365,4.325119,5.9001646,6.870984,7.1198854,7.1190815,7.1181517,25,1.0
0.7029714399417728,9.268101055427636,163.1150980984908,6.7,2.0,0.7832854,2.6383748,4.6438875,6.361733,7.3424907,7.563761,7.5635715,7.5629888,25,0.9999999999796145
0.3431903601547317,68.21214476280133,165.5673259586516,6.8,3.3,0.80886865,2.7696989,4.8992977,6.69715,7.7464943,8.026424,8.033242,8.036218,25,1.0
0.5281547571524274,26.943150873869936,91.53223270566188,7.0,2.9,0.92889094,3.1061049,5.4916987,7.563826,8.795654,9.184967,9.20949,9.214266,25,0.9998300430830219
0.4035278407348699,51.16993853700186,166.12817550305917,6.6,3.8,0.8548081,2.946388,5.1564283,7.0051594,8.08185,8.391574,8.41302,8.420411,25,0.9999999999957403
0.6273304781437163,14.430996605772988,76.84829876794458,6.1,2.7,0.97915816,3.2193406,5.6235495,7.592703,8.648192,8.945798,8.97171,8.980589,25,0.9999999973983886
0.6458978790335845,6.537383722601168,286.20090431197707,6.1,3.1,0.824955,2.7983217,4.9058156,6.663281,7.670832,7.8731484,7.872006,7.878362,25,0.9999997612825436
0.3854054509065978,47.47341632933296,227.1538429560404,6.8,3.3,0.7862041,2.6985795,4.7762423,6.5330334,7.577197,7.8434763,7.84443,7.844803,25,1.0
0.4630738627394312,21.69867867969077,225.62409727783623,6.9,2.4,0.7653451,2.6313732,4.704547,6.518409,7.6371098,7.9274445,7.9234486,7.9317694,25,0.9999999998807727
0.5808484470755096,15.040801018698984,98.06492535307156,5.6,3.1,1.0071921,3.3220692,5.744742,7.6884494,8.696402,8.969734,8.994047,8.998846,25,0.9821183660723048
0.312584461786224,87.40916722626898,245.75066548290567,6.7,5.4,0.7640643,2.727683,4.7368355,6.402684,7.399811,7.7219143,7.7539787,7.760023,25,0.9999854642499935
0.3076103242976287,121.20484211238336,179.98365210680777,6.8,3.6,0.7041433,2.3838556,4.167535,5.579067,6.3636007,6.553031,6.5646887,6.573764,25,0.9976264551239336
0.4915774814505671,21.55983913866155,243.61872503374065,6.1,5.0,0.8877082,3.1131916,5.373084,7.2555323,8.372144,8.736172,8.77482,8.780859,25,0.999914659190445
0.3820058146910141,17.367057256983088,197.9942727012988,5.7,4.1,0.9820881,3.3510962,5.8236427,7.946657,9.235915,9.642465,9.658716,9.658582,25,0.9998829126101777
0.3171747476061806,87.67774052884985,367.7108066766037,6.4,6.0,0.67071056,2.2965975,3.9013147,5.1927767,5.933833,6.1350718,6.1469574,6.150751,25,0.9527262308637905
0.4334145383354518,22.91486883225147,319.004337204162,6.0,4.4,0.8097353,2.7798305,4.793224,6.4426007,7.3610806,7.5903535,7.591225,7.590758,25,0.9982550107080843
0.605112425401928,10.920877780442598,101.27128704537408,6.4,2.5,0.97771907,3.2363672,5.73293,7.9269695,9.2601,9.694363,9.70583,9.707231,25,0.9937824043237001
0.4726225075833242,16.041370631160397,169.74658087864825,6.3,2.2,0.8359504,2.845378,5.067611,7.023103,8.233503,8.555016,8.555513,8.553761,25,0.9999999980285894
0.3203066332303974,11.076971559187152,246.9506787509904,5.1,5.2,0.97613573,3.2894497,5.6225452,7.5738935,8.7119465,9.053879,9.07745,9.07792,25,0.9999999036917988
0.4786780995909216,6.333084829877648,143.77011211033312,5.3,2.2,0.9447143,3.1633039,5.6177936,7.7398324,9.033911,9.312597,9.314796,9.314899,25,1.0
0.32094213,18.51891708,38.68098068,3.73428154,4.35438633,1.23609328,4.0261097,6.95598888,9.40854168,10.75811768,11.08003139,11.09475136,11.10971546,25,0.9999999916659181
0.3174802577832556,63.38981948774413,284.222062736933,6.4,3.9,0.7488606,2.56717,4.4681616,6.0114765,6.873414,7.0600348,7.0592146,7.0589876,25,0.6581656902138552
0.4405530378981094,45.02178196743526,96.96838556825162,6.4,3.4,0.9144254,3.0857759,5.3791733,7.255971,8.269816,8.537855,8.562247,8.572262,25,0.9999999400321951
0.4386776512638295,45.91786097020982,201.81101671076544,6.3,3.7,0.8108151,2.7538307,4.771656,6.3886375,7.2411757,7.4508266,7.4638767,7.469446,25,0.8556737489083013
