n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,cluster_id,cluster_conf
0.4998984445497224,175.43223734955362,335.3266105179422,3.8,4.6,0.38145304,0.6749544,0.8648505,1.0157957,1.1419544,1.2497005,1.3434067,1.4259925,55,0.9999999992555271
0.6721741894393094,89.03855718317399,351.88458920560504,2.7,2.6,0.25776577,0.42285705,0.537261,0.6315851,0.71039295,0.77785707,0.8345251,0.883919,55,0.9999943011588763
0.3894395902123277,254.27803701055984,307.00132577617,3.9,3.1,0.31605005,0.52406263,0.65583086,0.77050614,0.8706274,0.95886564,1.0366516,1.1062188,55,0.9916897198844193
0.4990078657215649,164.872281338423,132.81195334106548,2.5,2.4,0.28889966,0.52726173,0.70325494,0.8450794,0.96295047,1.062346,1.1468222,1.220747,55,0.9989298793285165
0.4280792406061664,205.43297807568345,139.19753512775355,2.6,5.4,0.3181839,0.5861535,0.76979876,0.9140701,1.0328712,1.1338458,1.2213798,1.2970963,55,0.9999999999997407
0.8163790213354012,69.90290613585238,322.87822417171566,3.0,4.5,0.33884144,0.6220083,0.8282113,0.9936037,1.1268792,1.2368326,1.3290448,1.4070582,55,0.9999999909475372
0.3176966941463148,298.7409349685813,86.91641170470285,2.6,6.6,0.30426025,0.5342531,0.68152046,0.8038087,0.90309715,0.988955,1.0651393,1.1326723,55,0.999999928433195
0.3020135367807854,270.2895813221345,72.4435778269957,2.2,4.4,0.28237772,0.4890175,0.6184287,0.72002363,0.8066225,0.8812866,0.94540834,1.0022526,55,0.9994912781633026
0.3552731826729077,261.9959550511432,44.20713618057399,2.3,4.9,0.28882885,0.522491,0.6828909,0.8128743,0.9223323,1.0170631,1.0986886,1.1705642,55,0.9999999980323508
0.4006285362867754,242.17651192119123,347.005431000507,4.8,4.2,0.3985963,0.75278854,0.9865103,1.1619186,1.3057313,1.4291334,1.5368004,1.6317611,55,0.9999999999959712
0.6546126139133791,127.35221930157564,328.2257931359792,3.2,5.2,0.33171654,0.5623059,0.724967,0.86357594,0.9822755,1.0845838,1.1733518,1.2521944,55,0.6961929224262668
0.3472881708318092,269.48413780242527,97.55652229695768,2.5,4.2,0.29898834,0.5219641,0.66785,0.7867131,0.88747025,0.9735613,1.0502987,1.117713,55,0.9999999152517276
0.3948707168765649,261.1791729372838,62.17792161207307,2.9,3.3,0.34186482,0.637506,0.84922576,1.0175803,1.1562831,1.2751019,1.3774159,1.4662054,55,0.9554505415883053
0.4333785991177157,227.98324429464736,375.77091456605183,4.5,6.5,0.40634966,0.71782446,0.9174361,1.0729904,1.2033353,1.3179898,1.4185863,1.5076971,55,0.9999999392263038
0.416747288605762,222.3290281750327,267.93126220062607,3.2,6.1,0.34210587,0.5755005,0.7194519,0.8391032,0.94009733,1.0272312,1.1026397,1.1703634,55,0.9995883177789069
0.7040111152740263,93.81565599061427,372.4867508958034,3.0,4.0,0.30212736,0.50063086,0.63503075,0.7471919,0.8406739,0.9202881,0.98809767,1.0478687,55,0.9999997676862667
0.3620739943978878,256.13543901419183,146.94540210606775,2.5,4.2,0.2789178,0.46182966,0.5818658,0.6812172,0.76712704,0.8425913,0.90940046,0.96850395,55,0.9898706032934163
0.7968841237700333,89.25320085204406,325.88020733326425,2.4,6.6,0.22726774,0.36589956,0.47657156,0.5653515,0.6415286,0.7060466,0.76499224,0.81481266,55,0.9572972164004081
0.6375174515077056,99.3813328189376,266.3476486466333,2.2,4.1,0.2498002,0.4158206,0.53179026,0.62500715,0.70353127,0.7706599,0.82760143,0.8771467,55,0.9999980465463676
0.8294397884236069,57.46862827507244,227.91203629223224,2.4,2.4,0.29256034,0.55409694,0.7515311,0.9055226,1.0290527,1.1302145,1.2128987,1.2812266,55,0.9992919118328583
0.6841588318041302,92.20815112585832,263.3779679201826,2.4,2.8,0.26060486,0.44740105,0.58625627,0.6993449,0.79300976,0.8733957,0.942137,1.0012352,55,0.9999999999288205
0.510593743919008,169.1847160250182,294.80316274158844,3.8,4.0,0.38808632,0.7186899,0.94728804,1.126039,1.2717876,1.3946915,1.5003905,1.593008,55,0.9999999999911378
0.4525180225151975,200.1837360790086,280.46977839155073,3.6,3.7,0.36075616,0.63938975,0.8224013,0.9695356,1.0921919,1.1964929,1.2864592,1.3654287,55,0.9999999999628617
0.5485494126980159,121.84380205452084,209.5542671151674,2.1,4.8,0.25168467,0.42890215,0.5525608,0.65108776,0.7341943,0.8050175,0.8666458,0.9194484,55,0.9999999552913535
0.3850367776157209,282.61005412575986,337.1195462042139,4.6,6.2,0.40155602,0.6998911,0.8855214,1.0335293,1.1601315,1.2719731,1.3711219,1.459949,55,0.9999885340515813
0.4714973855373876,170.3533844198026,148.77237371534991,2.2,6.9,0.2705083,0.48038292,0.62774944,0.7465606,0.84883165,0.93473196,1.0096259,1.0757136,55,0.9999999980201926
0.710285223842512,83.2378810599839,251.20335595848755,2.0,2.9,0.22207785,0.36016726,0.46805048,0.55680585,0.63077784,0.694628,0.7490177,0.79552937,55,0.9999968401538493
0.6964975957456945,89.44458366453973,203.8377320970197,2.2,4.9,0.27963972,0.51965475,0.69480944,0.8348446,0.9504123,1.0466285,1.1287093,1.1984458,55,0.9970059605990116
0.4456394879868696,193.23337179969903,151.323620801509,2.5,5.4,0.30693913,0.55984974,0.73339605,0.8713722,0.9856777,1.0831594,1.1669164,1.2417483,55,0.9999999999960423
0.4960772413517975,161.0431707032776,364.3429574048084,3.8,3.3,0.3444357,0.60539174,0.77262664,0.9067204,1.0182884,1.1130612,1.1947467,1.2665317,55,0.9999995874425148
0.3310058467980178,245.04772561838985,97.17548462716294,2.1,6.9,0.25524235,0.42273998,0.5368538,0.62709236,0.70733213,0.7750654,0.8335371,0.88770294,55,0.9941940632656304
0.4924619161504296,182.7268514942727,230.80425808485663,2.9,3.3,0.29868937,0.5060656,0.65516496,0.77835965,0.88368344,0.97529626,1.0549047,1.1255944,55,0.9763578635482575
0.5247189311263621,184.6083240999475,287.2501908015634,4.0,4.9,0.40081787,0.7341943,0.9704895,1.1612506,1.3204103,1.456914,1.573967,1.67592,55,0.9886991309194388
0.4227505086513374,214.21642146838084,149.06089582850385,2.9,2.9,0.321038,0.5868063,0.77014947,0.91603017,1.0360954,1.1382565,1.2262478,1.3034225,55,0.9999999999986962
0.3621284164272208,287.7622814933257,395.5633753493865,6.2,5.3,0.40552092,0.8571706,1.1744332,1.4019089,1.5802541,1.7350059,1.8725195,1.994515,55,0.7718785963100862
