n,eta,sigma_y,width,height,x_01,x_02,x_03,x_04,x_05,x_06,x_07,x_08,cluster_id,cluster_conf
0.5109679530895084,74.52479111142624,62.25630354638714,3.9,4.1,0.7467408,2.1535945,3.2944427,3.9276981,4.229352,4.3965235,4.517974,4.614792,53,0.9999941813173477
0.4954082312690203,85.05485117412803,144.062932209341,4.3,4.1,0.67266846,1.9146423,2.9598312,3.5588508,3.830986,3.9742584,4.0719233,4.153653,53,0.9999999998315854
0.3326256827068184,198.1402453428925,111.67922814779853,4.8,3.7,0.588011,1.6409476,2.5515463,3.091171,3.3280342,3.4470232,3.5380566,3.6154735,53,0.9999999991757367
0.4736976973356092,100.7991342338952,319.0647241586004,5.0,5.3,0.5797229,1.5608749,2.421379,2.9729915,3.2450051,3.375793,3.4610686,3.5331235,53,0.9999871806978645
0.5151243142606063,76.32852575255386,284.9641364820242,4.3,6.1,0.60927725,1.6183181,2.4798217,2.9908233,3.2246861,3.341495,3.4219794,3.489531,53,0.999999998518069
0.9241827519994048,14.017511408091384,85.74119044742004,5.5,2.1,0.68715096,2.1203449,3.3877947,4.1524954,4.5338364,4.7355995,4.863001,4.9601927,53,0.8407047210968469
0.6423348094829138,28.423107762819377,174.89760949573343,4.2,6.7,0.8153777,2.4664192,3.8993254,4.790866,5.2313614,5.4571514,5.5924053,5.6881466,53,0.9965498538863613
0.3932419165445245,151.99436764863563,60.462360965899855,4.8,3.8,0.66044736,1.9258149,3.0321538,3.6951997,3.9990885,4.1503963,4.25698,4.3489656,53,0.9999999998953584
0.6388358634328061,47.95442621097054,362.9580209980246,5.5,2.5,0.46802068,1.3311775,2.1159806,2.6092834,2.844513,2.944809,3.0042763,3.0536513,53,0.9923523261213629
0.5288187348025761,28.45370470897404,114.07638768999058,3.1,5.7,0.8544822,2.4582086,3.7437615,4.4439836,4.7755923,4.966932,5.0842032,5.160066,53,0.9999970651429057
0.852382721637069,24.25356066469181,255.427536423246,4.3,3.1,0.5948272,1.632503,2.4664798,2.9422202,3.178916,3.309044,3.4008026,3.4740777,53,0.9866394954345362
0.5952846621851513,37.67646755384041,169.15011357421378,4.0,5.4,0.77158356,2.2599697,3.5232735,4.258992,4.603574,4.7773,4.8857355,4.962841,53,0.9999996920034805
0.5787486904597803,62.64888039164392,229.08286253703167,5.6,2.2,0.49487376,1.4844224,2.3997765,2.9645867,3.2304454,3.354854,3.4371405,3.5058203,53,0.9997587717506994
0.8582017289595079,21.768938227683616,222.28514438723772,4.4,3.7,0.6709125,1.9005802,2.9205344,3.5184128,3.8184302,3.9871528,4.095416,4.1776133,53,0.9999873497423241
0.456378297880302,97.07742390143515,227.3605233962768,4.6,5.8,0.6453433,1.8169332,2.8486862,3.4882002,3.7890482,3.9355955,4.0296803,4.107601,53,0.9999999999852314
0.4736363023903079,87.53829309347512,175.61552914686897,3.9,4.5,0.64527225,1.7579713,2.6695485,3.172865,3.39579,3.515788,3.60423,3.6801252,53,0.9984799436646689
